dataset	rank	host_gene	n_circRNAs	n_cells_detected	total_support	max_cell_support	mean_support_detected	host_gene_source_counts	circRNA_ids	umap_detected_spread_ratio	umap_detected_area_fraction	umap_detected_centroid_x	umap_detected_centroid_y	score_n_cells_pct	score_total_support_pct	score_n_circRNAs_pct	score_spread_pct	combined_score
Smart-seq3	11	FAM222B	6	6	22.0	10.0	3.6666666666666665	"{""gtf"":6}"	chr17:28825206|28829166;chr17:28827399|28829969;chr17:28768624|28771466;chr17:28829993|28831649;chr17:28795529|28797103;chr17:28832065|28836992					0.9888585720782174	0.9927239654388358	0.9961346066393816	0.5	0.9672692132787631
Smart-seq3	12	GTPBP3	3	12	25.0	7.0	2.0833333333333335	"{""gtf"":3}"	chr19:17332272|17339599;chr19:17332292|17339599;chr19:17332268|17339599					0.9979536152796725	0.995225102319236	0.9520236471123238	0.5	0.9669622555707139
Smart-seq3	13	LARP1B	4	8	22.0	5.0	2.75	"{""gtf"":4}"	chr4:128074460|128091512;chr4:128074460|128082305;chr4:128074460|128077962;chr4:128074460|128091144					0.992269213278763	0.9927239654388358	0.9806730331969077	0.5	0.9667462482946795
Smart-seq3	14	DDX46	5	5	25.0	19.0	5.0	"{""gtf"":5}"	chr5:134854898|134855327;chr5:134852906|134853822;chr5:134788753|134813036;chr5:134829845|134832947;chr5:134852229|134853781					0.9824920418371987	0.995225102319236	0.9915870850386539	0.5	0.9662801273306049
Smart-seq3	15	SLIT2	7	7	17.0	6.0	2.4285714285714284	"{""gtf"":7}"	chr4:20280269|20280877;chr4:20375957|20377810;chr4:20306090|20310621;chr4:20336440|20356458;chr4:20587250|20600837;chr4:20339001|20340695;chr4:20541453|20598395					0.9911323328785812	0.9879490677580719	0.9979536152796725	0.5	0.9655070486584812
Smart-seq3	16	UBC	8	12	14.0	2.0	1.1666666666666667	"{""gtf"":8}"	chr12:124912507|124913646;chr12:124912584|124913267;chr12:124912507|124913190;chr12:124912181|124913320;chr12:124911900|124912583;chr12:124911900|124913723;chr12:124911823|124912734;chr12:124912409|124913320					0.9979536152796725	0.982037289677126	0.9988631195998181	0.5	0.9643929058663029
Smart-seq3	17	EIF4G3	7	5	17.0	8.0	3.4	"{""gtf"":7}"	chr1:20960341|21082460;chr1:21013416|21014499;chr1:20941491|20950108;chr1:21117205|21127329;chr1:20997601|21050994;chr1:21083484|21087362;chr1:21169191|21169916					0.9824920418371987	0.9879490677580719	0.9979536152796725	0.5	0.9629149613460665
Smart-seq3	18	PTBP2	5	6	14.0	7.0	2.3333333333333335	"{""gtf"":5}"	chr1:96751425|96785254;chr1:96751425|96777946;chr1:96738506|96739856;chr1:96797221|96801029;chr1:96737123|96745504					0.9888585720782174	0.982037289677126	0.9915870850386539	0.5	0.96093678944975
Smart-seq3	19	JMJD1C	5	5	15.0	5.0	3.0	"{""gtf"":5}"	chr10:63418864|63421121;chr10:63290528|63294366;chr10:63454590|63458882;chr10:63180289|63183138;chr10:63266901|63278254					0.9824920418371987	0.9845384265575261	0.9915870850386539	0.5	0.9604024556616645
Smart-seq3	20	RAD54L2	4	5	15.0	6.0	3.0	"{""gtf"":4}"	chr3:51541498|51552063;chr3:51539544|51541342;chr3:51596177|51601260;chr3:51542752|51555255					0.9824920418371987	0.9845384265575261	0.9806730331969077	0.5	0.9593110504774899
Smart-seq3	21	YWHAE	5	5	14.0	10.0	2.8	"{""gtf"":5}"	chr17:1354211|1365058;chr17:1393680|1394748;chr17:1381491|1382130;chr17:1353313|1370874;chr17:1356292|1360093					0.9824920418371987	0.982037289677126	0.9915870850386539	0.5	0.9590268303774444
Smart-seq3	22	DYNC2I1	2	11	29.0	7.0	2.6363636363636362	"{""gtf"":2}"	chr7:158869855|158876691;chr7:158876609|158891333					0.9956798544793087	0.9984083674397454	0.8556161891768986	0.5	0.9583901773533425
Smart-seq3	23	FOXK2	5	6	12.0	6.0	2.0	"{""gtf"":5}"	chr17:82584189|82585881;chr17:82528047|82529336;chr17:82529685|82531459;chr17:82563354|82568201;chr17:82584475|82585743					0.9888585720782174	0.9770350159163256	0.9915870850386539	0.5	0.9581855388813098
Smart-seq3	24	BARD1	5	5	13.0	3.0	2.6	"{""gtf"":5}"	chr2:214727660|214781509;chr2:214752447|214797117;chr2:214791496|214793000;chr2:214767482|214781509;chr2:214780560|214781509					0.9824920418371987	0.9797635288767622	0.9915870850386539	0.5	0.9577762619372444
Smart-seq3	25	UHRF1	5	5	13.0	4.0	2.6	"{""gtf"":5}"	chr19:4936697|4940614;chr19:4951218|4952128;chr19:4936705|4937544;chr19:4936737|4942089;chr19:4951092|4952502					0.9824920418371987	0.9797635288767622	0.9915870850386539	0.5	0.9577762619372444
Smart-seq3	26	PHACTR4	4	4	18.0	9.0	4.5	"{""gtf"":4}"	chr1:28392682|28394001;chr1:28447290|28452364;chr1:28447544|28450130;chr1:28433032|28434026					0.9681673487949067	0.9895407003183265	0.9806730331969077	0.5	0.9577648931332424
Smart-seq3	27	HSCB	2	11	24.0	6.0	2.1818181818181817	"{""gtf"":2}"	chr22:28757078|28822179;chr22:28750037|28757271					0.9956798544793087	0.9945429740791268	0.8556161891768986	0.5	0.9562642110050024
Smart-seq3	28	PIGL	6	6	11.0	3.0	1.8333333333333333	"{""gtf"":6}"	chr17:16239358|16239877;chr17:16241376|16242823;chr17:16237627|16254946;chr17:16313547|16316712;chr17:16234701|16235497;chr17:16239342|16239897					0.9888585720782174	0.9727148703956344	0.9961346066393816	0.5	0.9562642110050024
Smart-seq3	29	SPEN	6	6	11.0	3.0	1.8333333333333333	"{""gtf"":6}"	chr1:15843725|15844700;chr1:15889993|15895065;chr1:15892886|15896401;chr1:15861972|15863178;chr1:15900135|15908013;chr1:15904374|15908517					0.9888585720782174	0.9727148703956344	0.9961346066393816	0.5	0.9562642110050024
Smart-seq3	30	AUTS2	5	4	15.0	10.0	3.75	"{""gtf"":5}"	chr7:70179461|70182272;chr7:70739429|70757940;chr7:69779504|69782104;chr7:69715118|69783893;chr7:70191460|70192887					0.9681673487949067	0.9845384265575261	0.9915870850386539	0.5	0.9561050477489769
Smart-seq3	31	CRLF3	4	4	16.0	9.0	4.0	"{""gtf"":4}"	chr17:30817842|30820727;chr17:30779873|30780882;chr17:30774028|30783364;chr17:30816157|30817312					0.9681673487949067	0.9863574351978172	0.9806730331969077	0.5	0.9560140973169623
Smart-seq3	32	CCDC117	2	11	22.0	6.0	2.0	"{""gtf"":2}"	chr22:28757078|28822179;chr22:28760121|28822179					0.9956798544793087	0.9927239654388358	0.8556161891768986	0.5	0.9552637562528423
Smart-seq3	33	ENSG00000226471	2	11	22.0	6.0	2.0	"{""gtf"":2}"	chr22:28757078|28822179;chr22:28760121|28822179					0.9956798544793087	0.9927239654388358	0.8556161891768986	0.5	0.9552637562528423
Smart-seq3	34	ENSG00000272858	2	11	22.0	6.0	2.0	"{""gtf"":2}"	chr22:28757078|28822179;chr22:28760121|28822179					0.9956798544793087	0.9927239654388358	0.8556161891768986	0.5	0.9552637562528423
Smart-seq3	35	GNB1	4	4	15.0	9.0	3.75	"{""gtf"":4}"	chr1:1887904|1888643;chr1:1859934|1870217;chr1:1834751|1837641;chr1:1806936|1810156					0.9681673487949067	0.9845384265575261	0.9806730331969077	0.5	0.9550136425648023
Smart-seq3	36	ZNF346	4	4	15.0	7.0	3.75	"{""gtf"":4}"	chr5:177024476|177032145;chr5:177047751|177048894;chr5:177046237|177049887;chr5:177035718|177040426					0.9681673487949067	0.9845384265575261	0.9806730331969077	0.5	0.9550136425648023
Smart-seq3	37	INO80	4	4	14.0	10.0	3.5	"{""gtf"":4}"	chr15:41074827|41077982;chr15:41102638|41104619;chr15:41086046|41086586;chr15:41014750|41046481					0.9681673487949067	0.982037289677126	0.9806730331969077	0.5	0.9536380172805822
Smart-seq3	38	MIER1	2	6	18.0	9.0	3.0	"{""gtf"":2}"	chr1:66958059|66963160;chr1:66936826|66940940					0.9888585720782174	0.9895407003183265	0.8556161891768986	0.5	0.9514665757162347
Smart-seq3	39	GUSBP1	4	4	12.0	8.0	3.0	"{""gtf"":4}"	chr5:21491321|21495182;chr5:21490782|21491121;chr5:21479655|21497196;chr5:21491321|21497196					0.9681673487949067	0.9770350159163256	0.9806730331969077	0.5	0.950886766712142
Smart-seq3	40	AFDN	3	4	13.0	7.0	3.25	"{""gtf"":3}"	chr6:167864551|167891029;chr6:167870383|167902386;chr6:167870383|167880517					0.9681673487949067	0.9797635288767622	0.9520236471123238	0.5	0.9495225102319237
Smart-seq3	41	OSTCP8	3	3	26.0	13.0	8.666666666666666	"{""gtf"":3}"	chr9:33953285|33996333;chr9:33960826|33989126;chr9:33960826|33996333					0.9347430650295588	0.9963619827194179	0.9520236471123238	0.5	0.94862437471578
Smart-seq3	42	PBRM1	4	4	11.0	5.0	2.75	"{""gtf"":4}"	chr3:52626193|52628893;chr3:52586588|52593074;chr3:52571716|52573285;chr3:52678500|52684914					0.9681673487949067	0.9727148703956344	0.9806730331969077	0.5	0.9485106866757619
Smart-seq3	43	MRTFA	6	6	9.0	2.0	1.5	"{""gtf"":6}"	chr22:40470467|40473184;chr22:40451962|40454844;chr22:40598733|40619629;chr22:40412952|40413520;chr22:40429813|40431404;chr22:40614723|40615920					0.9888585720782174	0.9570259208731241	0.9961346066393816	0.5	0.9476352887676217
Smart-seq3	44	ENSG00000259316	4	3	17.0	10.0	5.666666666666667	"{""gtf"":4}"	chr15:64191345|64193260;chr15:64202951|64206046;chr15:64368490|64374474;chr15:64191376|64193260					0.9347430650295588	0.9879490677580719	0.9806730331969077	0.5	0.9468622100954981
Smart-seq3	45	C5orf24	3	3	21.0	19.0	7.0	"{""gtf"":3}"	chr5:134854898|134855327;chr5:134852906|134853822;chr5:134852229|134853781					0.9347430650295588	0.9913597089586176	0.9520236471123238	0.5	0.9458731241473398
Smart-seq3	46	USP48	3	4	11.0	5.0	2.75	"{""gtf"":3}"	chr1:21715389|21724095;chr1:21715389|21721764;chr1:21778066|21778901					0.9681673487949067	0.9727148703956344	0.9520236471123238	0.5	0.9456457480673034
Smart-seq3	47	MIR924HG	4	4	10.0	4.0	2.5	"{""gtf"":4}"	chr18:39645659|39648903;chr18:39414320|39416014;chr18:39520696|39522168;chr18:39378236|39379587					0.9681673487949067	0.9668030923146885	0.9806730331969077	0.5	0.9452592087312416
Smart-seq3	48	SLC35E3	4	4	10.0	5.0	2.5	"{""gtf"":4}"	chr12:68715627|68746779;chr12:68763620|68766211;chr12:68700726|68746779;chr12:68709238|68746779					0.9681673487949067	0.9668030923146885	0.9806730331969077	0.5	0.9452592087312416
Smart-seq3	49	PGAP1	2	4	16.0	9.0	4.0	"{""gtf"":2}"	chr2:196912882|196923125;chr2:196854034|196855192					0.9681673487949067	0.9863574351978172	0.8556161891768986	0.5	0.9435084129149613
Smart-seq3	50	BRWD1	3	4	10.0	6.0	2.5	"{""gtf"":3}"	chr21:39271215|39272717;chr21:39247701|39280248;chr21:39307147|39310425					0.9681673487949067	0.9668030923146885	0.9520236471123238	0.5	0.9423942701227831
Smart-seq3	51	ASH1L	5	4	9.0	4.0	2.25	"{""gtf"":5}"	chr1:155395459|155405023;chr1:155544869|155556150;chr1:155405612|155413387;chr1:155405617|155413392;chr1:155521100|155521618					0.9681673487949067	0.9570259208731241	0.9915870850386539	0.5	0.9409731696225557
Smart-seq3	52	CHD6	3	3	14.0	7.0	4.666666666666667	"{""gtf"":3}"	chr20:41533050|41551360;chr20:41512846|41514952;chr20:41512846|41551360					0.9347430650295588	0.982037289677126	0.9520236471123238	0.5	0.9407457935425195
Smart-seq3	53	ATAD5	4	4	9.0	4.0	2.25	"{""gtf"":4}"	chr17:30867911|30868620;chr17:30882526|30887717;chr17:30852984|30865267;chr17:30856955|30887372					0.9681673487949067	0.9570259208731241	0.9806730331969077	0.5	0.9398817644383811
Smart-seq3	54	CTCF	4	4	9.0	5.0	2.25	"{""gtf"":4}"	chr16:67566812|67570681;chr16:67600479|67612665;chr16:67603610|67604919;chr16:67610824|67612121					0.9681673487949067	0.9570259208731241	0.9806730331969077	0.5	0.9398817644383811
Smart-seq3	55	NUP107	4	4	9.0	5.0	2.25	"{""gtf"":4}"	chr12:68715627|68746779;chr12:68700726|68746779;chr12:68690253|68691220;chr12:68709238|68746779					0.9681673487949067	0.9570259208731241	0.9806730331969077	0.5	0.9398817644383811
Smart-seq3	56	TASOR2	2	4	12.0	6.0	3.0	"{""gtf"":2}"	chr10:5699525|5714207;chr10:5699525|5699737					0.9681673487949067	0.9770350159163256	0.8556161891768986	0.5	0.9383810823101411
Smart-seq3	57	PDSS2	3	3	12.0	9.0	4.0	"{""gtf"":3}"	chr6:107250938|107254115;chr6:107410268|107411480;chr6:107193822|107197898					0.9347430650295588	0.9770350159163256	0.9520236471123238	0.5	0.9379945429740791
Smart-seq3	58	MARK3	3	4	9.0	6.0	2.25	"{""gtf"":3}"	chr14:103451918|103457212;chr14:103479772|103480146;chr14:103448919|103468186					0.9681673487949067	0.9570259208731241	0.9520236471123238	0.5	0.9370168258299226
Smart-seq3	59	ENSG00000272657	4	5	8.0	3.0	1.6	"{""gtf"":4}"	chr21:34084571|34085940;chr21:34102835|34125480;chr21:34084571|34085961;chr21:34102835|34103519					0.9824920418371987	0.942019099590723	0.9806730331969077	0.5	0.9359254206457482
Smart-seq3	60	MRPS6	4	5	8.0	3.0	1.6	"{""gtf"":4}"	chr21:34084571|34085940;chr21:34102835|34125480;chr21:34084571|34085961;chr21:34102835|34103519					0.9824920418371987	0.942019099590723	0.9806730331969077	0.5	0.9359254206457482
Smart-seq3	61	SLC5A3	4	5	8.0	3.0	1.6	"{""gtf"":4}"	chr21:34084571|34085940;chr21:34102835|34125480;chr21:34084571|34085961;chr21:34102835|34103519					0.9824920418371987	0.942019099590723	0.9806730331969077	0.5	0.9359254206457482
Smart-seq3	62	KLC1	3	3	11.0	5.0	3.6666666666666665	"{""gtf"":3}"	chr14:103682300|103684106;chr14:103693874|103694598;chr14:103589419|103590210					0.9347430650295588	0.9727148703956344	0.9520236471123238	0.5	0.935618462937699
Smart-seq3	63	RIF1	3	3	11.0	9.0	3.6666666666666665	"{""gtf"":3}"	chr2:151420505|151421475;chr2:151451606|151469864;chr2:151441905|151443709					0.9347430650295588	0.9727148703956344	0.9520236471123238	0.5	0.935618462937699
Smart-seq3	64	DIAPH3	3	3	10.0	8.0	3.3333333333333335	"{""gtf"":3}"	chr13:59908297|59910651;chr13:59774189|59810923;chr13:59762435|59763406					0.9347430650295588	0.9668030923146885	0.9520236471123238	0.5	0.9323669849931787
Smart-seq3	65	RNF169	3	3	10.0	5.0	3.3333333333333335	"{""gtf"":3}"	chr11:74789626|74810330;chr11:74789626|74817714;chr11:74762893|74765499					0.9347430650295588	0.9668030923146885	0.9520236471123238	0.5	0.9323669849931787
Smart-seq3	66	BPTF	4	4	8.0	5.0	2.0	"{""gtf"":4}"	chr17:67881750|67885281;chr17:67886128|67975958;chr17:67853940|67866687;chr17:67855199|67857647					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	67	EZH2	4	4	8.0	4.0	2.0	"{""gtf"":4}"	chr7:148870762|148871662;chr7:148870472|148871836;chr7:148846470|148847305;chr7:148864520|148866802					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	68	NCOR1	4	4	8.0	3.0	2.0	"{""gtf"":4}"	chr17:16079964|16146548;chr17:16043612|16046547;chr17:16117888|16139186;chr17:16092953|16094152					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	69	NFIA	4	4	8.0	4.0	2.0	"{""gtf"":4}"	chr1:61158875|61186527;chr1:61129068|61132922;chr1:61455731|61458808;chr1:61128577|61129267					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	70	NPM1	4	4	8.0	4.0	2.0	"{""gtf"":4}"	chr5:171396217|171396740;chr5:171400153|171400925;chr5:171395395|171396074;chr5:171395545|171396258					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	71	RABGAP1L	4	4	8.0	4.0	2.0	"{""gtf"":4}"	chr1:174454797|174457612;chr1:174108821|174231355;chr1:174814966|174818732;chr1:174245350|174251078					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	72	UBA1	4	4	8.0	3.0	2.0	"{""gtf"":4}"	chrX:47199576|47215057;chrX:47204033|47204977;chrX:47206445|47209588;chrX:47201006|47206134					0.9681673487949067	0.942019099590723	0.9806730331969077	0.5	0.9316280127330606
Smart-seq3	73	MRPL42	2	3	12.0	5.0	4.0	"{""gtf"":2}"	chr12:93504372|93508864;chr12:93504372|93506495					0.9347430650295588	0.9770350159163256	0.8556161891768986	0.5	0.9283537971805367
Smart-seq3	74	GIGYF2	3	3	9.0	4.0	3.0	"{""gtf"":3}"	chr2:232769435|232784358;chr2:232782341|232784654;chr2:232801429|232804586					0.9347430650295588	0.9570259208731241	0.9520236471123238	0.5	0.9269895407003185
Smart-seq3	75	MAST2	3	3	9.0	6.0	3.0	"{""gtf"":3}"	chr1:45936675|45937964;chr1:45930357|45931771;chr1:45930312|45932421					0.9347430650295588	0.9570259208731241	0.9520236471123238	0.5	0.9269895407003185
Smart-seq3	76	NSD1	3	3	9.0	6.0	3.0	"{""gtf"":3}"	chr5:177151280|177153524;chr5:177135115|177142358;chr5:177140571|177141960					0.9347430650295588	0.9570259208731241	0.9520236471123238	0.5	0.9269895407003185
Smart-seq3	77	PPP6R3	3	3	9.0	5.0	3.0	"{""gtf"":3}"	chr11:68476921|68479839;chr11:68483760|68510032;chr11:68480010|68487276					0.9347430650295588	0.9570259208731241	0.9520236471123238	0.5	0.9269895407003185
Smart-seq3	78	RABEP1	3	3	9.0	5.0	3.0	"{""gtf"":3}"	chr17:5302452|5303819;chr17:5297345|5308822;chr17:5311041|5312381					0.9347430650295588	0.9570259208731241	0.9520236471123238	0.5	0.9269895407003185
Smart-seq3	79	EMC2	2	3	11.0	6.0	3.6666666666666665	"{""gtf"":2}"	chr8:108449823|108450492;chr8:108449823|108455930					0.9347430650295588	0.9727148703956344	0.8556161891768986	0.5	0.9259777171441566
Smart-seq3	80	KMT2E	2	3	11.0	8.0	3.6666666666666665	"{""gtf"":2}"	chr7:105078846|105091314;chr7:105073619|105081797					0.9347430650295588	0.9727148703956344	0.8556161891768986	0.5	0.9259777171441566
Smart-seq3	81	CFDP1	5	5	7.0	3.0	1.4	"{""gtf"":5}"	chr16:75352240|75358082;chr16:75366635|75369834;chr16:75366621|75369818;chr16:75351938|75353678;chr16:75346506|75363505					0.9824920418371987	0.9195088676671214	0.9915870850386539	0.5	0.9246361982719419
Smart-seq3	82	ENSG00000271793	5	5	7.0	2.0	1.4	"{""gtf"":5}"	chr6:85616686|85618347;chr6:85572137|85663726;chr6:85618818|85619417;chr6:85600729|85605398;chr6:85587927|85590362					0.9824920418371987	0.9195088676671214	0.9915870850386539	0.5	0.9246361982719419
Smart-seq3	83	SRPK2	5	5	7.0	2.0	1.4	"{""gtf"":5}"	chr7:105335831|105349396;chr7:105288615|105297823;chr7:105371173|105375450;chr7:105371920|105372875;chr7:105147562|105159312					0.9824920418371987	0.9195088676671214	0.9915870850386539	0.5	0.9246361982719419
Smart-seq3	84	PNN	2	3	10.0	6.0	3.3333333333333335	"{""gtf"":2}"	chr14:39176527|39177916;chr14:39179091|39179462					0.9347430650295588	0.9668030923146885	0.8556161891768986	0.5	0.9227262391996363
Smart-seq3	85	RAB6A	2	3	10.0	6.0	3.3333333333333335	"{""gtf"":2}"	chr11:73693448|73694596;chr11:73670722|73697412					0.9347430650295588	0.9668030923146885	0.8556161891768986	0.5	0.9227262391996363
Smart-seq3	86	SLMAP	4	3	8.0	5.0	2.6666666666666665	"{""gtf"":4}"	chr3:57764393|57767032;chr3:57764328|57766821;chr3:57764265|57767099;chr3:57775192|57778114					0.9347430650295588	0.942019099590723	0.9806730331969077	0.5	0.9216007276034562
Smart-seq3	87	XPO1	4	4	7.0	4.0	1.75	"{""gtf"":4}"	chr2:61498673|61499894;chr2:61510263|61516496;chr2:61522611|61533903;chr2:61510081|61512941					0.9681673487949067	0.9195088676671214	0.9806730331969077	0.5	0.9192473851750796
Smart-seq3	88	DAP3	3	3	8.0	5.0	2.6666666666666665	"{""gtf"":3}"	chr1:155611983|155747407;chr1:155725382|155727738;chr1:155612418|155747896					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	89	ENSG00000244332	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr10:94608027|94610909;chr10:94577971|94579295;chr10:94604356|94605313					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	90	ENSG00000277701	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr2:97276699|97430992;chr2:97272585|97430235;chr2:97278365|97281503					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	91	GPC6	3	3	8.0	3.0	2.6666666666666665	"{""gtf"":3}"	chr13:93930502|93933695;chr13:93670770|93671556;chr13:93930502|93969772					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	92	HELLS	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr10:94608027|94610909;chr10:94577971|94579295;chr10:94604356|94605313					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	93	NMT2	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr10:15108547|15113356;chr10:15133245|15231188;chr10:15128350|15141557					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	94	PARD3	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr10:34263554|34264876;chr10:34666153|34690070;chr10:34730763|34743255					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	95	RBM25	3	3	8.0	6.0	2.6666666666666665	"{""gtf"":3}"	chr14:73106011|73111662;chr14:73064682|73066321;chr14:73089049|73089455					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	96	TMCC1	3	3	8.0	4.0	2.6666666666666665	"{""gtf"":3}"	chr3:129877190|129878040;chr3:129761731|129770255;chr3:129874732|129879180					0.9347430650295588	0.942019099590723	0.9520236471123238	0.5	0.9187357889949977
Smart-seq3	97	NNT-AS1	2	3	9.0	4.0	3.0	"{""gtf"":2}"	chr5:43533738|43583566;chr5:43575483|43575935					0.9347430650295588	0.9570259208731241	0.8556161891768986	0.5	0.9173487949067759
Smart-seq3	98	PTK2	3	4	7.0	4.0	1.75	"{""gtf"":3}"	chr8:140708791|140710121;chr8:140879471|140890769;chr8:140927281|140967542					0.9681673487949067	0.9195088676671214	0.9520236471123238	0.5	0.9163824465666212
Smart-seq3	99	MTF2	3	2	17.0	9.0	8.5	"{""gtf"":3}"	chr1:93120673|93127200;chr1:93120673|93127204;chr1:93134575|93135557					0.8358344702137335	0.9879490677580719	0.9520236471123238	0.5	0.914324693042292
Smart-seq3	100	NAA25	5	6	6.0	1.0	1.0	"{""gtf"":5}"	chr12:112058997|112059917;chr12:112039229|112049611;chr12:112100257|112103081;chr12:112033233|112049611;chr12:112070154|112071413					0.9888585720782174	0.8888130968622101	0.9915870850386539	0.5	0.9096634834015462
HAP1	1	UBC	28	38	200.0	19.0	5.2631578947368425	"{""gtf"":28}"	chr12:124912181|124912864;chr12:124912637|124913092;chr12:124912409|124912864;chr12:124912507|124913190;chr12:124912637|124912864;chr12:124913268|124913723;chr12:124911823|124913190;chr12:124912584|124913267;chr12:124912637|124913548;chr12:124911953|124913320;chr12:124911823|124912506;chr12:124912428|124912883;chr12:124912963|124913646;chr12:124912200|124913567;chr12:124911823|124913646;chr12:124913191|124913646;chr12:124911900|124913495;chr12:124913321|124913723;chr12:124912507|124913646;chr12:124911900|124913723;chr12:124912507|124913418;chr12:124912963|124913190;chr12:124912663|124913346;chr12:124912507|124912734;chr12:124913419|124913646;chr12:124911972|124912655;chr12:124913040|124913723;chr12:124911900|124913267					0.9992716678805535	0.9989075018208303	1.0	0.5	0.9741806263656227
