candidate_label	selection_role	feature_scope	feature_id	host_gene	host_gene_source	cell_id	support	detected_cells	prevalence	total_support	sparsity
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_131	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_132	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_133	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_134	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_135	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_136	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_137	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_138	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_139	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_14	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_140	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_141	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_142	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_143	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_144	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_145	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_146	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_147	7.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_148	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_149	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_15	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_150	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_151	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_152	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_153	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_154	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_155	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_156	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_157	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_158	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_159	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_16	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_160	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_161	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_162	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_163	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_164	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_165	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_166	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_167	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_168	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_169	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_17	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_170	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_171	2.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_172	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_173	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_174	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_175	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_176	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_177	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_178	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_179	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_18	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_180	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_181	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_182	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_183	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_184	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_185	1.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_186	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_187	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_188	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_189	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_19	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_190	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_191	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_192	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_2	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_20	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_21	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_22	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_23	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_24	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_25	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_26	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_27	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_28	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_29	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_3	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_30	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_31	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_32	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_33	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_34	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_35	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_36	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_37	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_38	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_39	2.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_4	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_40	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_41	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_42	1.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_43	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_44	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_45	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_46	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_47	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_48	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_49	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_5	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_50	3.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_51	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_52	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_53	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_54	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_55	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_56	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_57	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_58	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_59	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_6	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_60	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_61	3.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_62	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_63	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_64	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_65	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_66	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_67	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_68	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_69	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_7	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_70	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_71	0.0	11	0.057291666666666664	29.0	0.9427083333333334
DYNC2I1_host	backup_host_gene_candidate	host_gene	DYNC2I1	DYNC2I1	aggregate	DIYHEK_72	0.0	11	0.057291666666666664	29.0	0.9427083333333334
