status	circ_id	host_gene	chrom	start	end	cnv_bin_id	n_cells	mean_local_copy_number	mean_circ_support	pearson_r	pearson_p	mean_support_by_copy_number
ok	chr5:96702850|96727530	CAST	chr5	96702850	96727530	chr5:96700000-96750000	23	1.9565217391304348	0.08695652173913043	0.045454545454545456	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr5:176943335|176958154	UIMC1	chr5	176943335	176958154	chr5:176950000-177000000	23	2.0	0.34782608695652173			"{""2.0"": 0.34782608695652173}"
ok	chr6:53065712|53082562	FBXO9	chr6	53065712	53082562	chr6:53050000-53100000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr6:161034259|161049979	MAP3K4	chr6	161034259	161049979	chr6:161000000-161050000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr10:17235316|17237262	VIM	chr10	17235316	17237262	chr10:17200000-17250000	23	2.0434782608695654	0.391304347826087	0.7961653588395573	5.5254859690175904e-06	"{""2.0"": 0.22727272727272727, ""3.0"": 4.0}"
ok	chr10:30313891|30341640	MTPAP	chr10	30313891	30341640	chr10:30300000-30350000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr10:32543300|32584304	CCDC7	chr10	32543300	32584304	chr10:32550000-32600000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr10:72715111|72715902	MCU	chr10	72715111	72715902	chr10:72700000-72750000	23	1.9565217391304348	0.30434782608695654	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.3181818181818182}"
ok	chr10:88935208|88938168	ACTA2-AS1;STAMBPL1	chr10	88935208	88938168	chr10:88900000-88950000	23	1.9565217391304348	0.08695652173913043	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr10:102157019|102162354	NOLC1	chr10	102157019	102162354	chr10:102150000-102200000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr10:115120185|115129535	ATRNL1	chr10	115120185	115129535	chr10:115100000-115150000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr3:27411642|27452498	SLC4A7	chr3	27411642	27452498	chr3:27400000-27450000	23	1.8695652173913044	0.043478260869565216	0.08257228238447706	0.7079879068817685	"{""1.0"": 0.0, ""2.0"": 0.05}"
ok	chr3:29936086|29944254	RBMS3	chr3	29936086	29944254	chr3:29900000-29950000	23	1.9130434782608696	0.043478260869565216	0.0657951694959769	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr3:47046487|47062346	SETD2	chr3	47046487	47062346	chr3:47050000-47100000	23	1.9130434782608696	0.043478260869565216	0.0657951694959769	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr3:67495798|67529186	SUCLG2	chr3	67495798	67529186	chr3:67500000-67550000	23	1.9130434782608696	0.043478260869565216	0.0657951694959769	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr3:138570318|138571356	CEP70	chr3	138570318	138571356	chr3:138550000-138600000	23	1.9130434782608696	0.043478260869565216	0.036835473434187874	0.867479167044514	"{""1.0"": 0.0, ""2.0"": 0.058823529411764705, ""3.0"": 0.0}"
ok	chr3:155910692|155925366	GMPS	chr3	155910692	155925366	chr3:155900000-155950000	23	1.9565217391304348	0.17391304347826086	0.0199680765957718	0.9279440947274481	"{""1.0"": 0.0, ""2.0"": 0.2222222222222222, ""3.0"": 0.0}"
ok	chr3:170145423|170149244	PHC3	chr3	170145423	170149244	chr3:170100000-170150000	23	1.9130434782608696	0.6086956521739131	-0.1360243347535181	0.5360100838340706	"{""1.0"": 0.75, ""2.0"": 0.6470588235294118, ""3.0"": 0.0}"
ok	chr3:172251260|172262083	FNDC3B	chr3	172251260	172262083	chr3:172250000-172300000	23	1.9565217391304348	0.043478260869565216	0.0199680765957718	0.9279440947274481	"{""1.0"": 0.0, ""2.0"": 0.05555555555555555, ""3.0"": 0.0}"
ok	chr3:179681878|179708957	ENSG00000288698;USP13	chr3	179681878	179708957	chr3:179650000-179700000	23	1.9130434782608696	0.08695652173913043	0.04545454545454544	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.10526315789473684, ""3.0"": 0.0}"
ok	chr3:183715144|183728851	YEATS2	chr3	183715144	183728851	chr3:183700000-183750000	23	1.9565217391304348	0.043478260869565216	0.0199680765957718	0.9279440947274481	"{""1.0"": 0.0, ""2.0"": 0.05555555555555555, ""3.0"": 0.0}"
ok	chr3:196806579|196807914	PAK2	chr3	196806579	196807914	chr3:196800000-196850000	23	2.0	0.21739130434782608	0.4093622032858589	0.052413386026253214	"{""1.0"": 0.0, ""2.0"": 0.058823529411764705, ""3.0"": 1.3333333333333333}"
ok	chr21:44055698|44059214	TRAPPC10	chr21	44055698	44059214	chr21:44050000-44100000	23	1.608695652173913	0.043478260869565216	0.12995797100802928	0.5545102848935703	"{""0.0"": 0.0, ""1.0"": 0.0, ""2.0"": 0.0625}"
ok	chr11:19826876|19842923	NAV2	chr11	19826876	19842923	chr11:19800000-19850000	23	2.260869565217391	0.13043478260869565	-0.04545454545454546	0.8368364960931192	"{""2.0"": 0.13636363636363635, ""8.0"": 0.0}"
ok	chr11:33286413|33287511	HIPK3	chr11	33286413	33287511	chr11:33250000-33300000	23	2.260869565217391	4.434782608695652	0.26195543022853224	0.2272550118909629	"{""2.0"": 4.2727272727272725, ""8.0"": 8.0}"
ok	chr11:35190015|35219387	CD44;ENSG00000251194	chr11	35190015	35219387	chr11:35200000-35250000	23	2.260869565217391	0.08695652173913043	-0.04545454545454546	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""8.0"": 0.0}"
ok	chr11:44107683|44130138	EXT2	chr11	44107683	44130138	chr11:44100000-44150000	23	2.260869565217391	0.043478260869565216	-0.04545454545454546	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""8.0"": 0.0}"
ok	chr11:57491591|57491862	SLC43A1	chr11	57491591	57491862	chr11:57450000-57500000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr11:72837682|72837903	ATG16L2	chr11	72837682	72837903	chr11:72800000-72850000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr11:85996826|86003451	PICALM	chr11	85996826	86003451	chr11:86000000-86050000	23	2.0	0.21739130434782608			"{""2.0"": 0.21739130434782608}"
ok	chr11:89400017|89402542	NOX4	chr11	89400017	89402542	chr11:89400000-89450000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr11:89421902|89451895	NOX4	chr11	89421902	89451895	chr11:89400000-89450000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr11:108172199|108197420	NPAT	chr11	108172199	108197420	chr11:108150000-108200000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr11:118401622|118407062	ENSG00000254873	chr11	118401622	118407062	chr11:118400000-118450000	23	1.9130434782608696	0.043478260869565216	0.0657951694959769	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.047619047619047616}"
ok	chr11:128480191|128480451	ETS1	chr11	128480191	128480451	chr11:128450000-128500000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:7868622|7872080	AFAP1	chr4	7868622	7872080	chr4:7850000-7900000	23	1.9130434782608696	0.4782608695652174	-0.8973451269593884	6.580538899507144e-09	"{""1.0"": 4.0, ""2.0"": 0.14285714285714285}"
ok	chr4:15636494|15644708	FBXL5	chr4	15636494	15644708	chr4:15600000-15650000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr4:26739864|26769852	TBC1D19	chr4	26739864	26769852	chr4:26750000-26800000	23	1.9565217391304348	0.08695652173913043	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr4:82874611|82881940	SEC31A	chr4	82874611	82881940	chr4:82850000-82900000	23	1.9565217391304348	0.13043478260869565	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.13636363636363635}"
ok	chr4:86735747|86741618	PTPN13	chr4	86735747	86741618	chr4:86700000-86750000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr4:146305926|146308975	SLC10A7	chr4	146305926	146308975	chr4:146300000-146350000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr4:152411303|152412529	FBXW7	chr4	152411303	152412529	chr4:152400000-152450000	23	1.9565217391304348	0.17391304347826086	0.07720914364821836	0.7262215833931178	"{""1.0"": 0.0, ""2.0"": 0.18181818181818182}"
ok	chr4:177353308|177360677	NEIL3	chr4	177353308	177360677	chr4:177350000-177400000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr22:40266801|40321229	TNRC6B	chr22	40266801	40321229	chr22:40250000-40300000	23	1.9565217391304348	0.043478260869565216	0.045454545454545456	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr22:40404330|40404599	ENSG00000284431;SGSM3	chr22	40404330	40404599	chr22:40400000-40450000	23	1.9565217391304348	0.043478260869565216	0.045454545454545456	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr12:19462510|19484053	AEBP2	chr12	19462510	19484053	chr12:19450000-19500000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr12:55840759|55842786	MMP19	chr12	55840759	55842786	chr12:55800000-55850000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:57180693|57183876	LRP1	chr12	57180693	57183876	chr12:57150000-57200000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr12:78006419|78021862	NAV3	chr12	78006419	78021862	chr12:78000000-78050000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr12:108652272|108654410	CORO1C	chr12	108652272	108654410	chr12:108650000-108700000	23	2.0	0.9130434782608695			"{""2.0"": 0.9130434782608695}"
ok	chr12:108818249|108818558	SSH1	chr12	108818249	108818558	chr12:108800000-108850000	23	2.0	0.391304347826087			"{""2.0"": 0.391304347826087}"
ok	chr12:111509549|111510582	ATXN2	chr12	111509549	111510582	chr12:111500000-111550000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr12:113822200|113823321	RBM19	chr12	113822200	113823321	chr12:113800000-113850000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr12:114725301|114725746	TBX3-AS1	chr12	114725301	114725746	chr12:114700000-114750000	23	2.0	0.21739130434782608			"{""2.0"": 0.21739130434782608}"
ok	chr12:116096669|116119779	MED13L	chr12	116096669	116119779	chr12:116100000-116150000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr12:122340753|122341697	CLIP1	chr12	122340753	122341697	chr12:122300000-122350000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr12:124437930|124495368	NCOR2	chr12	124437930	124495368	chr12:124450000-124500000	23	1.8695652173913044	0.08695652173913043	0.08257228238447706	0.7079879068817685	"{""1.0"": 0.0, ""2.0"": 0.1}"
ok	chr12:128808788|128815070	ENSG00000279500;SLC15A4	chr12	128808788	128815070	chr12:128800000-128850000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr1:1223244|1223968	SDF4	chr1	1223244	1223968	chr1:1200000-1250000	23	2.0434782608695654	0.17391304347826086	-0.033158788015393556	0.88060953906129	"{""1.0"": 0.0, ""2.0"": 0.2, ""3.0"": 0.0}"
ok	chr1:1793245|1817875	GNB1	chr1	1793245	1817875	chr1:1800000-1850000	23	2.0434782608695654	0.043478260869565216	-0.025854384499750964	0.9067825996615458	"{""1.0"": 0.0, ""2.0"": 0.05, ""3.0"": 0.0}"
ok	chr1:13773078|13782831	PRDM2	chr1	13773078	13782831	chr1:13750000-13800000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr1:21050866|21089213	EIF4G3;ENSG00000236073	chr1	21050866	21089213	chr1:21050000-21100000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr1:26446316|26447660	DHDDS	chr1	26446316	26447660	chr1:26400000-26450000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:31907661|31911826	ENSG00000269967;PTP4A2	chr1	31907661	31911826	chr1:31900000-31950000	23	2.0434782608695654	0.043478260869565216	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.045454545454545456, ""3.0"": 0.0}"
ok	chr1:31915895|31919658	ENSG00000269967;ENSG00000288678;PTP4A2	chr1	31915895	31919658	chr1:31900000-31950000	23	2.0434782608695654	0.2608695652173913	-0.06579516949597693	0.7654978135179871	"{""2.0"": 0.2727272727272727, ""3.0"": 0.0}"
ok	chr1:32948222|32949774	RNF19B	chr1	32948222	32949774	chr1:32900000-32950000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:52954740|52961629	SCP2	chr1	52954740	52961629	chr1:52950000-53000000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:62577262|62586624	DOCK7	chr1	62577262	62586624	chr1:62550000-62600000	23	1.9565217391304348	0.08695652173913043	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.09090909090909091}"
ok	chr1:146968448|146972960	NBPF12	chr1	146968448	146972960	chr1:146950000-147000000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr1:150966162|150969091	CERS2	chr1	150966162	150969091	chr1:150950000-151000000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:153932402|153932951	ENSG00000284738	chr1	153932402	153932951	chr1:153900000-153950000	23	1.608695652173913	0.08695652173913043	0.11809437324333258	0.5915019236033908	"{""0.0"": 0.0, ""1.0"": 0.0, ""2.0"": 0.11764705882352941}"
ok	chr1:154963734|154963880	PYGO2;SHC1	chr1	154963734	154963880	chr1:154950000-155000000	23	1.8695652173913044	0.043478260869565216	0.08257228238447706	0.7079879068817685	"{""1.0"": 0.0, ""2.0"": 0.05}"
ok	chr1:179337837|179343635	SOAT1	chr1	179337837	179343635	chr1:179300000-179350000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr1:201809946|201817285	NAV1	chr1	201809946	201817285	chr1:201800000-201850000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr1:203682861|203683169	ATP2B4	chr1	203682861	203683169	chr1:203650000-203700000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr1:205618957|205623891	ELK4	chr1	205618957	205623891	chr1:205600000-205650000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr1:246186743|246193963	RNU6-1283P;SMYD3	chr1	246186743	246193963	chr1:246150000-246200000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr2:36441258|36442735	CRIM1	chr2	36441258	36442735	chr2:36400000-36450000	23	1.9565217391304348	0.30434782608695654	0.08070002078437538	0.714336225116128	"{""1.0"": 0.0, ""2.0"": 0.3181818181818182}"
ok	chr2:62990716|62996766	EHBP1	chr2	62990716	62996766	chr2:62950000-63000000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr2:121503167|121530325	CLASP1	chr2	121503167	121530325	chr2:121500000-121550000	23	2.0	0.21739130434782608			"{""2.0"": 0.21739130434782608}"
ok	chr2:128164730|128171284	UGGT1	chr2	128164730	128171284	chr2:128150000-128200000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr2:169812457|169822057	METTL5	chr2	169812457	169822057	chr2:169800000-169850000	23	2.0434782608695654	0.08695652173913043	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""3.0"": 0.0}"
ok	chr2:214767482|214781509	BARD1	chr2	214767482	214781509	chr2:214750000-214800000	23	2.0434782608695654	0.08695652173913043	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""3.0"": 0.0}"
ok	chr2:215386777|215391719	FN1	chr2	215386777	215391719	chr2:215350000-215400000	23	2.0434782608695654	0.2608695652173913	-0.04545454545454548	0.8368364960931192	"{""2.0"": 0.2727272727272727, ""3.0"": 0.0}"
ok	chr2:215391642|215399313	FN1	chr2	215391642	215399313	chr2:215350000-215400000	23	2.0434782608695654	0.13043478260869565	-0.04545454545454548	0.8368364960931192	"{""2.0"": 0.13636363636363635, ""3.0"": 0.0}"
ok	chr13:32517857|32527532	N4BP2L2	chr13	32517857	32527532	chr13:32500000-32550000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr13:75713182|75761038	ENSG00000261553;LMO7	chr13	75713182	75761038	chr13:75700000-75750000	23	2.0	0.8695652173913043			"{""2.0"": 0.8695652173913043}"
ok	chr20:32366384|32369123	ASXL1	chr20	32366384	32369123	chr20:32350000-32400000	23	1.9565217391304348	0.21739130434782608	0.05572089983649915	0.8006379558936813	"{""1.0"": 0.0, ""2.0"": 0.22727272727272727}"
ok	chr20:35279049|35280052	EIF6;ENSG00000261582	chr20	35279049	35280052	chr20:35250000-35300000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr20:58438945|58441083	VAPB	chr20	58438945	58441083	chr20:58400000-58450000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr18:8076455|8088851	PTPRM	chr18	8076455	8088851	chr18:8050000-8100000	23	2.0434782608695654	0.21739130434782608	-0.04545454545454548	0.8368364960931192	"{""2.0"": 0.22727272727272727, ""3.0"": 0.0}"
ok	chr18:42027443|42049605	PIK3C3	chr18	42027443	42049605	chr18:42000000-42050000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr18:49483584|49483771	C18orf32;RPL17-C18orf32	chr18	49483584	49483771	chr18:49450000-49500000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr18:63331540|63331813	KDSR	chr18	63331540	63331813	chr18:63300000-63350000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr19:3382024|3382243	NFIC	chr19	3382024	3382243	chr19:3350000-3400000	23	1.9130434782608696	0.08695652173913043	0.0657951694959769	0.7654978135179871	"{""1.0"": 0.0, ""2.0"": 0.09523809523809523}"
ok	chr19:32617589|32628849	ANKRD27	chr19	32617589	32628849	chr19:32600000-32650000	23	1.9565217391304348	0.13043478260869565	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.13636363636363635}"
ok	chr14:31127785|31172122	HECTD1	chr14	31127785	31172122	chr14:31100000-31150000	23	2.0869565217391304	0.08695652173913043	-0.0952380952380952	0.6655527244594626	"{""2.0"": 0.09523809523809523, ""3.0"": 0.0}"
ok	chr14:50462665|50475149	MAP4K5;Y_RNA	chr14	50462665	50475149	chr14:50450000-50500000	23	2.0434782608695654	0.08695652173913043	-0.045454545454545484	0.8368364960931192	"{""2.0"": 0.09090909090909091, ""3.0"": 0.0}"
ok	chr14:100935772|100988790	ENSG00000201036;MEG8;MIR493HG;SNORD113-5;SNORD114-2	chr14	100935772	100988790	chr14:100950000-101000000	23	1.9565217391304348	0.7391304347826086	0.07325408941596105	0.7397613612092913	"{""1.0"": 0.0, ""2.0"": 0.7727272727272727}"
ok	chr14:100942762|100988790	ENSG00000201036;ENSG00000201500;MEG8;MIR493HG;SNORD114-2	chr14	100942762	100988790	chr14:100950000-101000000	23	1.9565217391304348	0.2608695652173913	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.2727272727272727}"
ok	chr15:42162459|42165089	VPS39	chr15	42162459	42165089	chr15:42150000-42200000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr15:50300789|50304133	GABPB1	chr15	50300789	50304133	chr15:50300000-50350000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr15:75904551|75917283	FBXO22	chr15	75904551	75917283	chr15:75900000-75950000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr15:90619741|90629532	CRTC3	chr15	90619741	90629532	chr15:90600000-90650000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr16:24968351|24970580	ARHGAP17	chr16	24968351	24970580	chr16:24950000-25000000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr16:53155926|53157541	CHD9	chr16	53155926	53157541	chr16:53150000-53200000	23	2.0	0.13043478260869565			"{""2.0"": 0.13043478260869565}"
ok	chr16:70255728|70259018	AARS1	chr16	70255728	70259018	chr16:70250000-70300000	23	1.9565217391304348	0.043478260869565216	0.04545454545454546	0.8368364960931192	"{""1.0"": 0.0, ""2.0"": 0.045454545454545456}"
ok	chr16:72811577|72812038	ZFHX3	chr16	72811577	72812038	chr16:72800000-72850000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr17:47402132|47414919	EFCAB13	chr17	47402132	47414919	chr17:47400000-47450000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr17:50189168|50189538	COL1A1	chr17	50189168	50189538	chr17:50150000-50200000	23	2.0	6.565217391304348			"{""2.0"": 6.565217391304348}"
ok	chr17:67120405|67151224	HELZ	chr17	67120405	67151224	chr17:67100000-67150000	23	2.0	0.17391304347826086			"{""2.0"": 0.17391304347826086}"
ok	chr9:21476899|21477292	MIR31HG	chr9	21476899	21477292	chr9:21450000-21500000	23	2.0	0.08695652173913043			"{""2.0"": 0.08695652173913043}"
ok	chr9:35546430|35546578	RUSC2	chr9	35546430	35546578	chr9:35500000-35550000	23	2.0	0.043478260869565216			"{""2.0"": 0.043478260869565216}"
ok	chr9:131884058|131947831	MED27	chr9	131884058	131947831	chr9:131900000-131950000	23	1.826086956521739	0.08695652173913043	0.09782319760890373	0.6570073287387147	"{""1.0"": 0.0, ""2.0"": 0.10526315789473684}"
